strategy_id,profile_id,strategy_code,strategy_name,purchase_month,home_price,down_payment,loan_amount,loan_tenure_years,loan_interest_rate_annual,estimated_monthly_emi
P070_balanced_hybrid,P070,balanced_hybrid,Balanced Hybrid,6,10000000,2500000,7500000,25,0.091,63454
P070_delay_build,P070,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P071_full_cash,P071,full_cash,Full Cash Purchase,18,10000000,10000000,0,0,0,0
P071_high_down_payment,P071,high_down_payment,High Down Payment,18,10000000,5000000,5000000,20,0.0875,44186
P071_balanced_hybrid,P071,balanced_hybrid,Balanced Hybrid,18,10000000,2500000,7500000,25,0.091,63454
P071_delay_build,P071,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P072_full_cash,P072,full_cash,Full Cash Purchase,0,10000000,10000000,0,0,0,0
P072_high_down_payment,P072,high_down_payment,High Down Payment,0,10000000,5000000,5000000,20,0.0875,44186
P072_balanced_hybrid,P072,balanced_hybrid,Balanced Hybrid,0,10000000,2500000,7500000,25,0.091,63454
P072_delay_build,P072,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P073_full_cash,P073,full_cash,Full Cash Purchase,12,10000000,10000000,0,0,0,0
P073_high_down_payment,P073,high_down_payment,High Down Payment,12,10000000,5000000,5000000,20,0.0875,44186
P073_balanced_hybrid,P073,balanced_hybrid,Balanced Hybrid,12,10000000,2500000,7500000,25,0.091,63454
P073_delay_build,P073,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P074_full_cash,P074,full_cash,Full Cash Purchase,6,10000000,10000000,0,0,0,0
P074_high_down_payment,P074,high_down_payment,High Down Payment,6,10000000,5000000,5000000,20,0.0875,44186
P074_balanced_hybrid,P074,balanced_hybrid,Balanced Hybrid,6,10000000,2500000,7500000,25,0.091,63454
P074_delay_build,P074,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P075_full_cash,P075,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P075_high_down_payment,P075,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P075_balanced_hybrid,P075,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P075_delay_build,P075,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P076_full_cash,P076,full_cash,Full Cash Purchase,18,10000000,10000000,0,0,0,0
P076_high_down_payment,P076,high_down_payment,High Down Payment,18,10000000,5000000,5000000,20,0.0875,44186
P076_balanced_hybrid,P076,balanced_hybrid,Balanced Hybrid,18,10000000,2500000,7500000,25,0.091,63454
P076_delay_build,P076,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P077_full_cash,P077,full_cash,Full Cash Purchase,12,10000000,10000000,0,0,0,0
P077_high_down_payment,P077,high_down_payment,High Down Payment,12,10000000,5000000,5000000,20,0.0875,44186
P077_balanced_hybrid,P077,balanced_hybrid,Balanced Hybrid,12,10000000,2500000,7500000,25,0.091,63454
P077_delay_build,P077,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P078_full_cash,P078,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P078_high_down_payment,P078,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P078_balanced_hybrid,P078,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P078_delay_build,P078,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P079_full_cash,P079,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P079_high_down_payment,P079,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P079_balanced_hybrid,P079,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P079_delay_build,P079,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P080_full_cash,P080,full_cash,Full Cash Purchase,12,10000000,10000000,0,0,0,0
P080_high_down_payment,P080,high_down_payment,High Down Payment,12,10000000,5000000,5000000,20,0.0875,44186
P080_balanced_hybrid,P080,balanced_hybrid,Balanced Hybrid,12,10000000,2500000,7500000,25,0.091,63454
P080_delay_build,P080,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P081_full_cash,P081,full_cash,Full Cash Purchase,12,10000000,10000000,0,0,0,0
P081_high_down_payment,P081,high_down_payment,High Down Payment,12,10000000,5000000,5000000,20,0.0875,44186
P081_balanced_hybrid,P081,balanced_hybrid,Balanced Hybrid,12,10000000,2500000,7500000,25,0.091,63454
P081_delay_build,P081,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P082_full_cash,P082,full_cash,Full Cash Purchase,18,10000000,10000000,0,0,0,0
P082_high_down_payment,P082,high_down_payment,High Down Payment,18,10000000,5000000,5000000,20,0.0875,44186
P082_balanced_hybrid,P082,balanced_hybrid,Balanced Hybrid,18,10000000,2500000,7500000,25,0.091,63454
P082_delay_build,P082,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P083_full_cash,P083,full_cash,Full Cash Purchase,6,10000000,10000000,0,0,0,0
P083_high_down_payment,P083,high_down_payment,High Down Payment,6,10000000,5000000,5000000,20,0.0875,44186
P083_balanced_hybrid,P083,balanced_hybrid,Balanced Hybrid,6,10000000,2500000,7500000,25,0.091,63454
P083_delay_build,P083,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P084_full_cash,P084,full_cash,Full Cash Purchase,0,10000000,10000000,0,0,0,0
P084_high_down_payment,P084,high_down_payment,High Down Payment,0,10000000,5000000,5000000,20,0.0875,44186
P084_balanced_hybrid,P084,balanced_hybrid,Balanced Hybrid,0,10000000,2500000,7500000,25,0.091,63454
P084_delay_build,P084,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P085_full_cash,P085,full_cash,Full Cash Purchase,0,10000000,10000000,0,0,0,0
P085_high_down_payment,P085,high_down_payment,High Down Payment,0,10000000,5000000,5000000,20,0.0875,44186
P085_balanced_hybrid,P085,balanced_hybrid,Balanced Hybrid,0,10000000,2500000,7500000,25,0.091,63454
P085_delay_build,P085,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P086_full_cash,P086,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P086_high_down_payment,P086,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P086_balanced_hybrid,P086,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P086_delay_build,P086,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P087_full_cash,P087,full_cash,Full Cash Purchase,6,10000000,10000000,0,0,0,0
P087_high_down_payment,P087,high_down_payment,High Down Payment,6,10000000,5000000,5000000,20,0.0875,44186
P087_balanced_hybrid,P087,balanced_hybrid,Balanced Hybrid,6,10000000,2500000,7500000,25,0.091,63454
P087_delay_build,P087,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P088_full_cash,P088,full_cash,Full Cash Purchase,18,10000000,10000000,0,0,0,0
P088_high_down_payment,P088,high_down_payment,High Down Payment,18,10000000,5000000,5000000,20,0.0875,44186
P088_balanced_hybrid,P088,balanced_hybrid,Balanced Hybrid,18,10000000,2500000,7500000,25,0.091,63454
P088_delay_build,P088,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P089_full_cash,P089,full_cash,Full Cash Purchase,6,10000000,10000000,0,0,0,0
P089_high_down_payment,P089,high_down_payment,High Down Payment,6,10000000,5000000,5000000,20,0.0875,44186
P089_balanced_hybrid,P089,balanced_hybrid,Balanced Hybrid,6,10000000,2500000,7500000,25,0.091,63454
P089_delay_build,P089,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P090_full_cash,P090,full_cash,Full Cash Purchase,12,10000000,10000000,0,0,0,0
P090_high_down_payment,P090,high_down_payment,High Down Payment,12,10000000,5000000,5000000,20,0.0875,44186
P090_balanced_hybrid,P090,balanced_hybrid,Balanced Hybrid,12,10000000,2500000,7500000,25,0.091,63454
P090_delay_build,P090,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P091_full_cash,P091,full_cash,Full Cash Purchase,12,10000000,10000000,0,0,0,0
P091_high_down_payment,P091,high_down_payment,High Down Payment,12,10000000,5000000,5000000,20,0.0875,44186
P091_balanced_hybrid,P091,balanced_hybrid,Balanced Hybrid,12,10000000,2500000,7500000,25,0.091,63454
P091_delay_build,P091,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P092_full_cash,P092,full_cash,Full Cash Purchase,6,10000000,10000000,0,0,0,0
P092_high_down_payment,P092,high_down_payment,High Down Payment,6,10000000,5000000,5000000,20,0.0875,44186
P092_balanced_hybrid,P092,balanced_hybrid,Balanced Hybrid,6,10000000,2500000,7500000,25,0.091,63454
P092_delay_build,P092,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P093_full_cash,P093,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P093_high_down_payment,P093,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P093_balanced_hybrid,P093,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P093_delay_build,P093,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P094_full_cash,P094,full_cash,Full Cash Purchase,6,10000000,10000000,0,0,0,0
P094_high_down_payment,P094,high_down_payment,High Down Payment,6,10000000,5000000,5000000,20,0.0875,44186
P094_balanced_hybrid,P094,balanced_hybrid,Balanced Hybrid,6,10000000,2500000,7500000,25,0.091,63454
P094_delay_build,P094,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P095_full_cash,P095,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P095_high_down_payment,P095,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P095_balanced_hybrid,P095,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P095_delay_build,P095,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P096_full_cash,P096,full_cash,Full Cash Purchase,6,10000000,10000000,0,0,0,0
P096_high_down_payment,P096,high_down_payment,High Down Payment,6,10000000,5000000,5000000,20,0.0875,44186
P096_balanced_hybrid,P096,balanced_hybrid,Balanced Hybrid,6,10000000,2500000,7500000,25,0.091,63454
P096_delay_build,P096,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P097_full_cash,P097,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P097_high_down_payment,P097,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P097_balanced_hybrid,P097,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P097_delay_build,P097,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P098_full_cash,P098,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P098_high_down_payment,P098,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P098_balanced_hybrid,P098,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P098_delay_build,P098,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P099_full_cash,P099,full_cash,Full Cash Purchase,12,10000000,10000000,0,0,0,0
P099_high_down_payment,P099,high_down_payment,High Down Payment,12,10000000,5000000,5000000,20,0.0875,44186
P099_balanced_hybrid,P099,balanced_hybrid,Balanced Hybrid,12,10000000,2500000,7500000,25,0.091,63454
P099_delay_build,P099,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P100_full_cash,P100,full_cash,Full Cash Purchase,18,10000000,10000000,0,0,0,0
P100_high_down_payment,P100,high_down_payment,High Down Payment,18,10000000,5000000,5000000,20,0.0875,44186
P100_balanced_hybrid,P100,balanced_hybrid,Balanced Hybrid,18,10000000,2500000,7500000,25,0.091,63454
P100_delay_build,P100,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P101_full_cash,P101,full_cash,Full Cash Purchase,6,10000000,10000000,0,0,0,0
P101_high_down_payment,P101,high_down_payment,High Down Payment,6,10000000,5000000,5000000,20,0.0875,44186
P101_balanced_hybrid,P101,balanced_hybrid,Balanced Hybrid,6,10000000,2500000,7500000,25,0.091,63454
P101_delay_build,P101,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P102_full_cash,P102,full_cash,Full Cash Purchase,6,10000000,10000000,0,0,0,0
P102_high_down_payment,P102,high_down_payment,High Down Payment,6,10000000,5000000,5000000,20,0.0875,44186
P102_balanced_hybrid,P102,balanced_hybrid,Balanced Hybrid,6,10000000,2500000,7500000,25,0.091,63454
P102_delay_build,P102,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P103_full_cash,P103,full_cash,Full Cash Purchase,18,10000000,10000000,0,0,0,0
P103_high_down_payment,P103,high_down_payment,High Down Payment,18,10000000,5000000,5000000,20,0.0875,44186
P103_balanced_hybrid,P103,balanced_hybrid,Balanced Hybrid,18,10000000,2500000,7500000,25,0.091,63454
P103_delay_build,P103,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P104_full_cash,P104,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P104_high_down_payment,P104,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P104_balanced_hybrid,P104,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P104_delay_build,P104,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P105_full_cash,P105,full_cash,Full Cash Purchase,0,10000000,10000000,0,0,0,0
P105_high_down_payment,P105,high_down_payment,High Down Payment,0,10000000,5000000,5000000,20,0.0875,44186
P105_balanced_hybrid,P105,balanced_hybrid,Balanced Hybrid,0,10000000,2500000,7500000,25,0.091,63454
P105_delay_build,P105,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P106_full_cash,P106,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P106_high_down_payment,P106,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P106_balanced_hybrid,P106,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P106_delay_build,P106,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P107_full_cash,P107,full_cash,Full Cash Purchase,18,10000000,10000000,0,0,0,0
P107_high_down_payment,P107,high_down_payment,High Down Payment,18,10000000,5000000,5000000,20,0.0875,44186
P107_balanced_hybrid,P107,balanced_hybrid,Balanced Hybrid,18,10000000,2500000,7500000,25,0.091,63454
P107_delay_build,P107,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P108_full_cash,P108,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P108_high_down_payment,P108,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P108_balanced_hybrid,P108,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P108_delay_build,P108,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P109_full_cash,P109,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P109_high_down_payment,P109,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P109_balanced_hybrid,P109,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P109_delay_build,P109,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P110_full_cash,P110,full_cash,Full Cash Purchase,0,10000000,10000000,0,0,0,0
P110_high_down_payment,P110,high_down_payment,High Down Payment,0,10000000,5000000,5000000,20,0.0875,44186
P110_balanced_hybrid,P110,balanced_hybrid,Balanced Hybrid,0,10000000,2500000,7500000,25,0.091,63454
P110_delay_build,P110,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P111_full_cash,P111,full_cash,Full Cash Purchase,6,10000000,10000000,0,0,0,0
P111_high_down_payment,P111,high_down_payment,High Down Payment,6,10000000,5000000,5000000,20,0.0875,44186
P111_balanced_hybrid,P111,balanced_hybrid,Balanced Hybrid,6,10000000,2500000,7500000,25,0.091,63454
P111_delay_build,P111,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P112_full_cash,P112,full_cash,Full Cash Purchase,12,10000000,10000000,0,0,0,0
P112_high_down_payment,P112,high_down_payment,High Down Payment,12,10000000,5000000,5000000,20,0.0875,44186
P112_balanced_hybrid,P112,balanced_hybrid,Balanced Hybrid,12,10000000,2500000,7500000,25,0.091,63454
P112_delay_build,P112,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P113_full_cash,P113,full_cash,Full Cash Purchase,18,10000000,10000000,0,0,0,0
P113_high_down_payment,P113,high_down_payment,High Down Payment,18,10000000,5000000,5000000,20,0.0875,44186
P113_balanced_hybrid,P113,balanced_hybrid,Balanced Hybrid,18,10000000,2500000,7500000,25,0.091,63454
P113_delay_build,P113,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P114_full_cash,P114,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P114_high_down_payment,P114,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P114_balanced_hybrid,P114,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P114_delay_build,P114,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P115_full_cash,P115,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P115_high_down_payment,P115,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P115_balanced_hybrid,P115,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P115_delay_build,P115,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P116_full_cash,P116,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P116_high_down_payment,P116,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P116_balanced_hybrid,P116,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P116_delay_build,P116,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P117_full_cash,P117,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P117_high_down_payment,P117,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P117_balanced_hybrid,P117,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P117_delay_build,P117,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P118_full_cash,P118,full_cash,Full Cash Purchase,6,10000000,10000000,0,0,0,0
P118_high_down_payment,P118,high_down_payment,High Down Payment,6,10000000,5000000,5000000,20,0.0875,44186
P118_balanced_hybrid,P118,balanced_hybrid,Balanced Hybrid,6,10000000,2500000,7500000,25,0.091,63454
P118_delay_build,P118,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P119_full_cash,P119,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P119_high_down_payment,P119,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P119_balanced_hybrid,P119,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P119_delay_build,P119,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
P120_full_cash,P120,full_cash,Full Cash Purchase,24,10000000,10000000,0,0,0,0
P120_high_down_payment,P120,high_down_payment,High Down Payment,24,10000000,5000000,5000000,20,0.0875,44186
P120_balanced_hybrid,P120,balanced_hybrid,Balanced Hybrid,24,10000000,2500000,7500000,25,0.091,63454
P120_delay_build,P120,delay_build,Delay and Build,24,10000000,3500000,6500000,20,0.0875,57441
